Variable74OPEN,Variable74HIGH,Variable74LOW,Variable74LAST_PRICE,TargetVariable
12.72337568,12.72595806,12.70529904,12.70529904,0
12.70271666,12.71562855,12.69755191,12.69755191,0
12.70013428,12.71562855,12.68722239,12.71304617,1
12.71304617,12.72079331,12.69755191,12.70013428,1
12.69755191,12.70013428,12.68205764,12.70013428,1
12.70271666,12.7104638,12.70013428,12.7104638,0
12.7104638,12.71821093,12.70529904,12.70788142,0
12.70529904,12.70529904,12.65365148,12.65623386,0
12.64590435,12.67947526,12.63815722,12.65881624,1
12.66656337,12.71304617,12.66656337,12.71304617,1
12.7104638,12.7337052,12.7104638,12.73112282,1
12.72854044,12.74145233,12.72079331,12.72595806,1
12.72079331,12.73112282,12.70788142,12.7104638,1
12.7104638,12.73112282,12.7104638,12.71821093,1
12.71821093,12.72079331,12.7104638,12.72079331,1
12.72337568,12.72595806,12.70529904,12.70788142,1
12.70271666,12.70529904,12.68722239,12.70271666,1
12.70271666,12.72595806,12.70013428,12.72595806,1
12.72854044,12.74145233,12.71562855,12.73112282,1
12.72337568,12.73628757,12.71821093,12.72337568,1
12.71562855,12.71562855,12.66139862,12.67172813,1
12.66914575,12.73628757,12.62524533,12.73628757,1
12.71562855,12.71562855,12.6510691,12.6510691,1
12.6510691,12.69755191,12.63815722,12.63815722,0
12.63299246,12.64590435,12.61233344,12.63815722,0
12.63815722,12.63815722,12.6045863,12.6045863,0
12.61491581,12.66398099,12.59683917,12.64332197,0
12.63815722,12.64073959,12.61233344,12.61749819,0
12.61749819,12.62008057,12.59942155,12.60200393,1
12.6045863,12.62008057,12.60200393,12.62008057,1
12.63299246,12.66656337,12.63041008,12.64848673,1
12.64848673,12.67689288,12.63815722,12.66398099,1
12.65881624,12.65881624,12.61491581,12.62266295,1
12.62266295,12.62266295,12.60975106,12.62008057,1
12.62524533,12.69496953,12.62524533,12.69496953,1
12.69496953,12.69496953,12.64848673,12.64848673,1
12.65623386,12.68464002,12.64848673,12.68464002,1
12.68205764,12.68464002,12.67431051,12.67431051,1
12.66914575,12.66914575,12.63557484,12.63557484,1
12.64073959,12.64332197,12.61749819,12.6278277,1
12.63815722,12.64073959,12.59167441,12.59167441,1
12.59167441,12.59167441,12.55293875,12.5581035,0
12.5581035,12.5581035,12.50129119,12.50129119,0
12.50387357,12.54260923,12.50387357,12.52711497,0
12.52195021,12.52453259,12.48321454,12.48321454,0
12.48063217,12.48063217,12.45739077,12.45997314,0
12.46255552,12.46255552,12.45480839,12.46255552,0
12.46255552,12.4651379,12.44964363,12.45222601,0
12.45480839,12.48063217,12.44964363,12.47804979,0
12.48579692,12.52195021,12.47804979,12.51936783,0
12.51936783,12.54260923,12.51420308,12.54260923,1
12.55035637,12.5813449,12.54260923,12.57876252,1
12.57876252,12.58909204,12.57101539,12.58909204,1
12.59167441,12.61233344,12.58909204,12.61233344,1
12.60716868,12.60716868,12.57876252,12.58650966,1
12.58650966,12.59425679,12.57101539,12.57618015,0
12.57618015,12.57618015,12.55035637,12.55035637,0
12.55293875,12.55293875,12.5348621,12.54260923,0
12.54260923,12.55552112,12.54260923,12.55035637,0
12.55035637,12.55035637,12.5348621,12.54002686,0
12.54260923,12.55552112,12.54002686,12.55293875,1
12.55293875,12.5581035,12.55293875,12.5581035,0
12.5581035,12.57359777,12.5581035,12.56326826,0
12.56326826,12.5813449,12.56326826,12.5813449,1
12.58392728,12.58392728,12.56843301,12.56843301,1
12.56843301,12.57359777,12.56843301,12.57101539,1
12.57101539,12.57101539,12.54519161,12.55293875,1
12.55552112,12.59425679,12.55552112,12.58650966,1
12.58650966,12.58650966,12.56068588,12.56585064,1
12.56585064,12.5813449,12.56585064,12.57876252,1
12.5813449,12.58909204,12.57618015,12.5813449,1
12.57618015,12.59425679,12.57359777,12.58909204,1
12.58650966,12.58909204,12.56585064,12.56585064,1
12.56585064,12.56585064,12.54777399,12.56326826,1
12.56326826,12.58650966,12.56326826,12.5813449,1
12.57618015,12.58392728,12.57101539,12.57101539,1
12.57101539,12.57618015,12.56843301,12.57359777,1
12.57101539,12.57876252,12.56585064,12.56843301,0
12.56843301,12.57359777,12.56326826,12.57359777,1
12.57618015,12.57618015,12.57101539,12.57618015,0
12.57618015,12.57876252,12.57359777,12.57618015,0
12.57359777,12.5813449,12.56843301,12.5813449,0
12.58392728,12.58392728,12.57618015,12.57618015,0
12.58392728,12.58909204,12.57359777,12.57359777,0
12.57359777,12.57876252,12.5581035,12.56326826,0
12.56326826,12.5813449,12.56326826,12.57876252,1
12.57876252,12.58392728,12.56843301,12.57101539,0
12.57101539,12.57618015,12.5581035,12.5581035,0
12.5581035,12.57359777,12.55293875,12.57101539,0
12.57101539,12.57359777,12.56585064,12.57101539,0
12.57101539,12.57101539,12.55293875,12.57101539,0
12.57359777,12.58392728,12.57101539,12.57618015,0
12.57359777,12.61491581,12.57359777,12.61491581,0
12.60975106,12.63299246,12.60716868,12.63299246,0
12.64073959,12.6510691,12.62008057,12.6278277,0
12.63815722,12.64332197,12.60200393,12.60716868,0
12.60716868,12.62524533,12.60716868,12.61491581,0
12.61749819,12.63557484,12.61233344,12.6278277,0
12.63299246,12.69755191,12.63299246,12.68980477,1
12.67689288,12.69755191,12.63041008,12.63041008,0
12.64332197,12.66139862,12.62008057,12.62008057,1
12.62008057,12.68464002,12.62008057,12.66656337,1
12.66398099,12.7337052,12.66398099,12.7337052,1
12.72595806,12.74403471,12.69755191,12.74403471,1
12.73628757,12.7569466,12.66139862,12.67947526,1
12.67689288,12.69238715,12.66656337,12.67689288,1
12.67431051,12.68464002,12.66398099,12.66656337,1
12.66656337,12.68205764,12.66139862,12.67947526,1
12.67947526,12.69496953,12.67431051,12.68205764,1
12.68464002,12.69496953,12.67689288,12.67947526,1
12.68464002,12.69755191,12.66398099,12.66398099,1
12.66398099,12.67172813,12.65881624,12.65881624,1
12.65881624,12.66398099,12.63041008,12.63299246,1
12.63557484,12.63557484,12.61491581,12.62266295,1
12.62524533,12.6510691,12.62524533,12.64848673,1
12.64332197,12.66139862,12.64073959,12.66139862,1
12.66139862,12.66656337,12.65365148,12.66139862,1
12.66398099,12.66398099,12.64332197,12.65623386,1
12.66139862,12.67172813,12.65623386,12.65623386,1
12.65623386,12.66914575,12.65365148,12.65623386,1
12.6510691,12.6510691,12.59942155,12.6045863,1
12.6045863,12.63557484,12.6045863,12.62266295,1
12.62266295,12.64848673,12.62008057,12.63299246,1
12.6278277,12.64073959,12.60975106,12.61491581,1
12.61491581,12.63557484,12.60716868,12.6278277,1
12.6278277,12.63299246,12.61749819,12.62266295,1
12.6278277,12.63815722,12.62524533,12.63041008,1
12.62008057,12.63041008,12.60975106,12.61749819,1
12.61749819,12.64332197,12.61749819,12.64332197,1
12.64332197,12.65881624,12.63557484,12.64848673,1
12.64332197,12.64848673,12.6278277,12.63299246,1
12.63041008,12.63557484,12.5813449,12.59425679,1
12.59425679,12.59683917,12.5813449,12.59425679,1
12.59683917,12.60200393,12.59167441,12.59167441,1
12.58909204,12.59942155,12.58650966,12.58909204,1
12.59167441,12.6045863,12.58650966,12.60200393,1
12.60200393,12.60975106,12.60200393,12.60200393,1
12.60716868,12.61491581,12.59942155,12.59942155,1
12.60200393,12.60716868,12.59683917,12.60200393,1
12.60200393,12.60200393,12.59425679,12.59942155,1
12.60200393,12.6045863,12.5813449,12.5813449,1
12.57359777,12.58650966,12.57359777,12.58650966,1
12.58909204,12.59425679,12.5813449,12.58650966,1
12.58909204,12.59425679,12.5581035,12.56068588,1
12.55552112,12.55552112,12.52969735,12.54260923,1
12.55035637,12.5581035,12.52969735,12.52969735,1
12.52711497,12.53744448,12.52195021,12.53227972,1
12.53227972,12.53227972,12.50129119,12.50129119,0
12.50129119,12.50387357,12.49096168,12.49354406,0
12.49096168,12.49612643,12.4883793,12.49612643,0
12.49612643,12.50645594,12.49096168,12.50387357,0
12.50387357,12.51420308,12.49354406,12.51420308,0
12.51678546,12.52969735,12.49870881,12.49870881,0
12.5116207,12.54519161,12.50903832,12.54002686,1
12.54002686,12.5581035,12.53744448,12.53744448,1
12.52969735,12.54002686,12.52195021,12.52195021,1
12.52195021,12.52711497,12.50903832,12.50903832,1
12.49870881,12.5116207,12.49354406,12.50645594,1
12.50903832,12.51420308,12.49354406,12.50129119,0
12.50387357,12.53744448,12.50387357,12.5116207,0
12.51936783,12.53227972,12.51678546,12.52969735,1
12.54260923,12.54260923,12.52711497,12.54260923,1
12.54260923,12.54777399,12.5348621,12.54519161,1
12.54260923,12.55293875,12.54260923,12.54777399,1
12.54519161,12.55293875,12.53227972,12.5348621,1
12.52969735,12.53744448,12.50129119,12.50129119,1
12.50645594,12.51420308,12.49870881,12.49870881,1
12.50645594,12.50645594,12.49354406,12.49612643,1
12.49096168,12.51678546,12.49096168,12.50645594,1
12.50645594,12.52453259,12.50129119,12.52453259,1
12.51420308,12.54002686,12.51420308,12.54002686,1
12.53744448,12.54002686,12.52453259,12.5348621,1
12.5348621,12.55552112,12.52969735,12.54260923,1
12.5348621,12.53744448,12.51936783,12.5348621,1
12.5348621,12.53744448,12.51678546,12.52195021,1
12.52969735,12.53227972,12.51936783,12.52711497,1
12.52969735,12.52969735,12.47030265,12.47546741,0
12.48579692,12.53744448,12.48579692,12.49612643,0
12.50129119,12.50645594,12.49354406,12.49612643,0
12.50129119,12.51678546,12.47804979,12.48579692,0
12.48579692,12.50645594,12.47804979,12.47804979,0
12.47804979,12.47804979,12.44447888,12.47546741,0
12.47546741,12.47546741,12.43156699,12.45997314,0
12.45739077,12.45739077,12.43156699,12.43414936,0
12.43414936,12.46772028,12.42640223,12.46255552,0
12.46772028,12.48063217,12.4651379,12.48063217,0
12.48063217,12.51936783,12.48063217,12.50645594,0
12.49096168,12.50903832,12.47030265,12.50903832,0
12.5116207,12.57101539,12.50645594,12.56843301,0
12.56326826,12.56585064,12.5348621,12.54260923,0
12.5348621,12.63041008,12.5348621,12.62524533,1
12.6278277,12.67947526,12.6278277,12.66139862,1
12.66398099,12.66914575,12.64848673,12.6510691,1
12.65365148,12.67689288,12.6278277,12.6278277,0
12.63557484,12.64332197,12.61749819,12.63041008,0
12.63041008,12.64848673,12.61749819,12.64848673,1
12.65365148,12.67172813,12.65365148,12.66139862,0
12.65623386,12.65623386,12.63041008,12.64073959,0
12.64073959,12.6510691,12.63815722,12.64332197,0
12.63815722,12.6510691,12.63299246,12.64848673,0
12.6510691,12.65881624,12.62524533,12.62524533,0
12.62266295,12.6278277,12.57618015,12.57618015,0
12.57618015,12.62266295,12.57359777,12.62266295,0
12.63557484,12.63557484,12.62008057,12.63041008,0
12.63815722,12.63815722,12.62524533,12.62524533,0
12.62524533,12.63299246,12.62008057,12.62524533,0
12.62524533,12.63557484,12.61749819,12.62266295,0
12.62266295,12.63299246,12.62266295,12.63041008,0
12.63041008,12.66398099,12.63041008,12.66139862,0
12.68722239,12.72337568,12.68722239,12.72337568,0
12.7337052,12.80601178,12.73112282,12.80601178,1
12.8034294,12.83183555,12.79051751,12.8034294,1
12.80084702,12.81892366,12.78535275,12.81892366,1
12.81634129,12.85765933,12.81634129,12.82925318,1
12.82925318,12.83441793,12.78793513,12.78793513,1
12.78793513,12.78793513,12.76985849,12.77760562,1
12.780188,12.79826464,12.77502324,12.77760562,1
12.77760562,12.79568226,12.77760562,12.79568226,1
12.79568226,12.79568226,12.76469373,12.76727611,1
12.76211135,12.76469373,12.71821093,12.71821093,0
12.72337568,12.7569466,12.72337568,12.74919946,0
12.73628757,12.7569466,12.72595806,12.7569466,1
12.7569466,12.76469373,12.74145233,12.74145233,0
12.74145233,12.74145233,12.7104638,12.7104638,0
12.70788142,12.73628757,12.69496953,12.73628757,0
12.73886995,12.75178184,12.73628757,12.73886995,1
12.7337052,12.74919946,12.72079331,12.73886995,0
12.74145233,12.74145233,12.72595806,12.73112282,0
12.74403471,12.75952897,12.73628757,12.75952897,0
12.75178184,12.75178184,12.73628757,12.73886995,1
12.73886995,12.74403471,12.72595806,12.72595806,1
12.72595806,12.75178184,12.72595806,12.75178184,1
12.74919946,12.76211135,12.74919946,12.75436422,1
12.75436422,12.75952897,12.74661709,12.74919946,1
12.74919946,12.76211135,12.74919946,12.75436422,1
12.75436422,12.76211135,12.74403471,12.7569466,1
12.7569466,12.76985849,12.75178184,12.76469373,1
12.76469373,12.780188,12.7569466,12.7569466,1
12.75178184,12.7569466,12.73628757,12.74661709,1
12.75436422,12.78535275,12.75436422,12.78277037,1
12.78277037,12.79309989,12.77502324,12.79051751,1
12.77760562,12.77760562,12.74403471,12.76727611,1
12.75952897,12.75952897,12.71821093,12.72854044,1
12.72595806,12.75436422,12.72079331,12.73886995,1
12.73112282,12.75436422,12.73112282,12.74403471,1
12.73628757,12.74403471,12.73628757,12.73886995,1
12.74145233,12.76469373,12.73886995,12.75436422,1
12.75436422,12.76727611,12.75178184,12.76469373,1
12.76727611,12.77760562,12.75178184,12.76469373,1
12.76211135,12.8034294,12.76211135,12.77244086,1
12.76727611,12.76727611,12.74661709,12.76469373,1
12.76469373,12.76469373,12.73112282,12.7337052,1
12.73886995,12.74661709,12.72337568,12.74403471,1
12.7337052,12.75436422,12.71821093,12.74661709,1
12.74661709,12.74661709,12.64073959,12.69238715,1
12.68464002,12.70529904,12.64848673,12.6510691,1
12.63557484,12.66656337,12.62266295,12.6278277,1
12.61491581,12.6278277,12.59683917,12.59683917,1
12.59425679,12.62266295,12.59167441,12.62266295,1
12.62008057,12.63815722,12.61233344,12.63299246,1
12.64073959,12.6510691,12.58650966,12.58909204,1
12.58650966,12.60716868,12.57876252,12.57876252,1
12.59942155,12.60200393,12.56068588,12.58909204,1
12.58392728,12.62008057,12.58392728,12.62008057,1
12.62008057,12.63815722,12.61749819,12.63041008,1
12.63299246,12.63299246,12.61491581,12.62008057,1
12.62266295,12.63041008,12.60716868,12.60716868,1
12.60716868,12.60975106,12.5813449,12.59167441,1
12.59167441,12.60200393,12.56585064,12.57359777,1
12.57359777,12.57359777,12.53227972,12.56326826,1
12.56585064,12.57618015,12.56068588,12.57618015,1
12.58392728,12.58392728,12.56326826,12.57101539,1
12.57101539,12.57876252,12.56585064,12.56585064,1
12.56585064,12.56843301,12.55035637,12.55293875,1
12.55293875,12.56843301,12.54777399,12.56843301,1
12.56326826,12.56326826,12.5348621,12.54002686,1
12.54002686,12.54260923,12.51420308,12.51420308,1
12.51678546,12.52711497,12.5116207,12.51678546,1
12.51420308,12.51420308,12.47288503,12.47288503,1
12.46772028,12.46772028,12.38766656,12.40057845,1
12.40832559,12.42640223,12.38766656,12.42640223,1
12.43156699,12.44706125,12.42898461,12.43931412,1
12.43414936,12.43673174,12.41349034,12.42381985,1
12.41349034,12.41607272,12.38508419,12.40832559,1
12.42381985,12.43156699,12.41607272,12.42123748,1
12.42640223,12.44706125,12.42640223,12.43673174,1
12.43673174,12.45739077,12.43156699,12.45480839,1
12.44964363,12.44964363,12.40574321,12.40832559,1
12.40832559,12.40832559,12.38250181,12.38250181,1
12.37733705,12.37733705,12.34376614,12.34376614,1
12.34376614,12.3721723,12.34376614,12.35667803,0
12.34634852,12.35667803,12.33343663,12.33860138,0
12.33343663,12.36700754,12.33343663,12.36700754,1
12.36700754,12.36700754,12.33343663,12.33343663,0
12.34118376,12.34118376,12.32310712,12.33343663,1
12.33601901,12.35409565,12.33343663,12.33860138,1
12.33860138,12.35151327,12.33860138,12.3489309,1
12.34376614,12.36184278,12.34376614,12.35151327,1
12.35667803,12.35667803,12.33343663,12.33343663,1
12.33343663,12.33601901,12.30503047,12.31019523,0
12.30761285,12.31277761,12.30244809,12.31019523,0
12.30761285,12.32052474,12.29470096,12.31535998,0
12.31019523,12.35409565,12.31019523,12.34376614,0
12.34634852,12.3489309,12.32568949,12.34634852,0
12.3489309,12.36442516,12.34376614,12.35151327,0
12.35151327,12.35409565,12.34376614,12.34634852,0
12.34376614,12.34376614,12.31277761,12.31277761,0
12.31277761,12.31794236,12.29986572,12.30761285,0
12.30503047,12.33085425,12.30503047,12.32310712,0
12.32310712,12.33601901,12.32052474,12.33085425,0
12.33085425,12.34118376,12.32052474,12.32310712,1
12.32310712,12.35667803,12.32052474,12.35667803,0
12.36442516,12.37733705,12.36184278,12.37733705,0
12.37733705,12.38766656,12.3721723,12.38766656,0
12.38766656,12.40574321,12.37991943,12.40574321,1
12.40574321,12.41349034,12.40316083,12.41090796,0
12.41090796,12.41349034,12.3954137,12.40057845,0
12.39799607,12.39799607,12.38766656,12.38766656,0
12.38766656,12.39283132,12.38766656,12.39024894,0
12.39024894,12.39283132,12.38250181,12.38766656,1
12.39024894,12.4186551,12.39024894,12.40832559,0
12.40832559,12.42381985,12.40574321,12.42123748,0
12.42123748,12.42123748,12.40832559,12.41607272,0
12.41607272,12.41607272,12.39283132,12.39283132,0
12.39799607,12.42381985,12.3954137,12.42123748,0
12.4186551,12.42640223,12.41090796,12.41607272,1
12.41607272,12.41607272,12.38766656,12.40057845,0
12.40316083,12.45222601,12.40316083,12.45222601,1
12.4418965,12.45222601,12.42381985,12.44706125,0
12.44447888,12.45997314,12.42898461,12.45222601,1
12.45739077,12.48321454,12.45739077,12.48063217,1
12.48321454,12.48321454,12.44706125,12.46255552,0
12.47030265,12.59425679,12.47030265,12.5348621,1
12.5348621,12.57101539,12.53227972,12.55035637,1
12.56585064,12.56843301,12.50387357,12.52195021,1
12.51678546,12.52195021,12.43931412,12.44447888,0
12.45222601,12.49354406,12.43414936,12.43414936,0
12.42381985,12.4883793,12.42381985,12.4883793,0
12.50387357,12.50903832,12.48579692,12.49096168,0
12.49096168,12.49096168,12.45480839,12.47030265,1
12.47804979,12.50903832,12.47030265,12.48579692,1
12.48579692,12.49870881,12.4651379,12.48321454,1
12.48321454,12.48321454,12.46772028,12.47804979,1
12.47546741,12.50645594,12.47030265,12.50645594,1
12.50903832,12.50903832,12.48579692,12.49096168,0
12.49096168,12.49096168,12.47804979,12.47804979,0
12.48321454,12.49612643,12.48063217,12.48579692,0
12.48579692,12.50903832,12.48579692,12.50903832,1
12.5116207,12.51420308,12.49354406,12.50129119,1
12.50387357,12.51420308,12.50129119,12.51420308,1
12.51678546,12.5348621,12.49354406,12.49354406,1
12.49096168,12.49354406,12.48063217,12.48579692,1
12.48579692,12.49612643,12.47804979,12.47804979,1
12.47288503,12.47288503,12.4651379,12.47288503,1
12.47288503,12.47288503,12.4418965,12.45997314,1
12.4651379,12.47804979,12.46255552,12.47288503,1
12.47288503,12.49870881,12.46255552,12.49870881,1
12.50129119,12.52195021,12.50129119,12.51420308,1
12.51678546,12.51678546,12.48321454,12.50903832,1
12.50903832,12.51420308,12.48321454,12.48321454,1
12.48063217,12.49096168,12.46772028,12.48321454,1
12.48063217,12.50903832,12.48063217,12.50387357,1
12.50645594,12.50903832,12.47546741,12.47546741,1
12.47546741,12.47546741,12.45997314,12.47288503,1
12.47288503,12.47288503,12.46772028,12.46772028,1
12.46772028,12.46772028,12.44706125,12.44706125,1
12.44706125,12.44706125,12.43156699,12.43156699,1
12.43156699,12.46255552,12.43156699,12.46255552,1
12.46255552,12.48321454,12.45480839,12.45997314,1
12.45739077,12.45739077,12.43931412,12.44447888,1
12.44447888,12.44447888,12.43156699,12.43156699,1
12.43156699,12.44706125,12.42381985,12.43931412,1
12.4418965,12.45739077,12.42898461,12.45739077,1
12.45222601,12.46255552,12.44964363,12.45480839,1
12.45739077,12.45739077,12.43673174,12.43931412,1
12.43931412,12.46772028,12.43931412,12.4651379,1
12.46772028,12.46772028,12.44964363,12.44964363,1
12.44964363,12.45222601,12.42898461,12.44706125,1
12.44706125,12.46255552,12.4418965,12.44706125,0
12.44706125,12.44964363,12.43156699,12.4418965,1
12.44447888,12.45480839,12.43931412,12.44706125,0
12.44706125,12.45222601,12.44706125,12.44706125,0
12.44706125,12.44706125,12.43673174,12.43931412,0
12.43931412,12.45222601,12.43931412,12.44706125,0
12.44706125,12.45222601,12.4418965,12.44964363,0
12.4418965,12.45480839,12.4418965,12.44447888,0
12.44447888,12.45222601,12.44447888,12.44706125,0
12.44706125,12.44706125,12.43156699,12.43673174,0
12.43414936,12.45997314,12.43156699,12.45997314,0
12.46255552,12.4651379,12.45739077,12.45739077,0
12.45739077,12.46772028,12.45739077,12.46772028,0
12.46772028,12.47030265,12.45480839,12.45739077,0
12.44964363,12.47546741,12.44964363,12.47030265,0
12.47030265,12.4883793,12.46255552,12.48321454,0
12.48063217,12.48063217,12.46255552,12.46255552,0
12.46255552,12.47546741,12.46255552,12.47030265,0
12.47288503,12.49354406,12.47030265,12.49096168,0
12.4883793,12.50645594,12.48579692,12.49354406,1
12.49612643,12.51678546,12.49096168,12.50387357,1
12.51678546,12.51678546,12.50387357,12.50903832,1
12.5116207,12.5116207,12.49096168,12.49096168,1
12.50903832,12.5116207,12.49612643,12.50645594,1
12.51678546,12.51678546,12.49870881,12.51678546,1
12.51936783,12.5348621,12.51420308,12.5348621,1
12.52969735,12.53227972,12.5116207,12.52969735,1
12.5348621,12.5348621,12.50645594,12.51936783,1
12.51420308,12.52195021,12.50645594,12.52195021,1
12.5116207,12.52453259,12.49612643,12.50645594,1
12.50645594,12.52711497,12.49870881,12.52711497,1
12.52969735,12.52969735,12.5116207,12.52195021,0
12.51420308,12.51420308,12.39024894,12.41607272,1
12.43156699,12.47288503,12.43156699,12.47288503,1
12.44964363,12.45997314,12.38766656,12.39283132,1
12.37991943,12.4186551,12.36700754,12.38250181,1
12.39283132,12.40316083,12.37991943,12.37991943,0
12.37991943,12.37991943,12.36184278,12.37475467,1
12.37475467,12.40057845,12.37475467,12.40057845,1
12.40832559,12.42123748,12.37733705,12.37733705,1
12.37733705,12.41607272,12.37475467,12.39283132,1
12.39024894,12.39024894,12.36184278,12.36184278,1
12.36184278,12.37475467,12.36184278,12.36184278,1
12.36700754,12.37991943,12.36442516,12.37733705,1
12.37733705,12.42123748,12.37475467,12.40574321,1
12.40832559,12.4186551,12.39024894,12.39024894,1
12.39283132,12.40057845,12.38508419,12.38508419,1
12.38766656,12.40316083,12.38508419,12.39283132,1
12.39799607,12.39799607,12.38508419,12.38766656,1
12.39283132,12.40057845,12.39024894,12.39283132,1
12.38250181,12.38250181,12.36184278,12.36184278,1
12.37991943,12.39024894,12.35667803,12.36700754,1
12.3721723,12.37733705,12.36184278,12.37733705,1
12.3721723,12.37475467,12.36184278,12.36700754,1
12.36442516,12.36700754,12.36184278,12.36442516,1
12.36442516,12.37991943,12.36442516,12.36442516,1
12.36700754,12.36700754,12.3489309,12.36184278,1
12.35926041,12.36700754,12.35667803,12.36700754,1
12.36700754,12.37991943,12.36184278,12.36442516,1
12.36442516,12.36700754,12.3489309,12.35667803,1
12.35409565,12.36184278,12.34634852,12.3489309,1
12.35667803,12.35926041,12.33860138,12.3489309,1
12.3489309,12.3489309,12.33085425,12.33343663,1
12.33343663,12.33343663,12.32052474,12.33085425,1
12.33085425,12.33085425,12.31277761,12.32568949,1
12.31794236,12.32310712,12.31535998,12.32052474,1
12.31794236,12.33085425,12.2662948,12.2662948,1
12.26887718,12.28437145,12.25338291,12.25338291,1
12.25338291,12.28695383,12.24821816,12.28695383,1
12.29211858,12.32052474,12.28695383,12.32052474,1
12.32052474,12.32052474,12.29211858,12.30503047,1
12.30503047,12.30761285,12.29211858,12.29211858,1
12.29470096,12.29728334,12.28437145,12.28695383,1
12.2895362,12.2895362,12.27404194,12.28437145,1
12.28437145,12.31535998,12.27662432,12.28178907,1
12.28178907,12.28178907,12.25596529,12.27145956,1
12.27145956,12.2895362,12.27145956,12.2895362,1
12.28437145,12.29986572,12.28178907,12.28178907,1
12.27145956,12.27145956,12.25080054,12.25080054,1
12.25338291,12.25596529,12.23788865,12.25596529,1
12.25338291,12.25338291,12.24047103,12.24821816,1
12.25338291,12.25854767,12.24821816,12.25080054,1
12.25080054,12.25080054,12.23014151,12.23014151,0
12.23014151,12.2662948,12.23014151,12.25080054,0
12.25854767,12.2662948,12.25080054,12.25854767,0
12.26113005,12.26113005,12.24821816,12.25338291,0
12.24563578,12.25338291,12.23788865,12.24821816,0
12.25080054,12.25080054,12.22239438,12.23014151,0
12.22239438,12.23014151,12.22239438,12.22497676,0
12.22755914,12.24047103,12.22755914,12.23530627,0
12.23272389,12.23530627,12.22755914,12.22755914,0
12.22497676,12.25080054,12.22239438,12.25080054,1
12.2662948,12.26887718,12.25080054,12.25854767,1
12.25854767,12.25854767,12.24563578,12.24563578,1
12.24047103,12.25080054,12.23014151,12.24047103,1
12.24047103,12.27920669,12.24047103,12.27920669,1
12.29211858,12.29470096,12.27145956,12.27145956,1
12.27145956,12.28695383,12.26887718,12.26887718,1
12.27145956,12.28695383,12.26371243,12.26371243,1
